,DD-ML,KB-ML
2,0.8339839684301402,0.8142828955481567
3,0.8516409376786732,0.8350505660377355
4,0.8060281827711069,0.8409847452512543
5,0.7917105399756112,0.8060164399013915
6,0.8241040898626263,0.84778388351626
7,0.8371393250355517,0.8785495118089461
8,0.8465839159424061,0.8842340061207988
9,0.8217467924900781,0.8711330724738626
10,0.8407258940722668,0.8727744605233846
11,0.8240269776324144,0.8918294258587975
12,0.8519999483460957,0.8737165607761621
