,alpha,A,BA,P,R,SP,F1,ROC,MCC,RA,RSE,RSP
305,3.0,0.7532467532467533,0.7333333333333334,0.6428571428571429,0.6666666666666666,0.8,0.7313131313131314,0.7333333333333333,0.4629100498862757,1.0,1.0,1.0
306,3.5,0.7012987012987013,0.6677777777777778,0.5769230769230769,0.5555555555555556,0.78,0.6691574817859145,0.6677777777777778,0.3385786396448106,1.0,1.0,1.0
307,4.0,0.7272727272727273,0.7048148148148148,0.6071428571428571,0.6296296296296297,0.78,0.703030303030303,0.7048148148148149,0.4063321549001754,0.9375,0.9090909090909091,1.0
308,4.5,0.7272727272727273,0.7133333333333334,0.6,0.6666666666666666,0.76,0.7075420510037982,0.7133333333333333,0.417489966754203,1.0,1.0,1.0
309,5.0,0.7272727272727273,0.7048148148148148,0.6071428571428571,0.6296296296296297,0.78,0.703030303030303,0.7048148148148149,0.4063321549001754,1.0,1.0,1.0
310,5.5,0.7012987012987013,0.6933333333333334,0.5625,0.6666666666666666,0.72,0.6840321141837645,0.6933333333333334,0.37438839013338365,1.0,1.0,1.0
311,6.0,0.7402597402597403,0.7233333333333334,0.6206896551724138,0.6666666666666666,0.78,0.7193877551020409,0.7233333333333333,0.4398765500800706,1.0,1.0,1.0
312,0.0,0.7402597402597403,0.7062962962962962,0.64,0.5925925925925926,0.82,0.7096530920060332,0.7062962962962963,0.4204522053456932,0.9523809523809523,0.9333333333333333,1.0
313,0.5,0.7142857142857143,0.6862962962962963,0.5925925925925926,0.5925925925925926,0.78,0.6862962962962963,0.6862962962962964,0.3725925925925926,0.9523809523809523,0.9333333333333333,1.0
314,1.0,0.7402597402597403,0.7148148148148148,0.6296296296296297,0.6296296296296297,0.8,0.7148148148148148,0.7148148148148149,0.42962962962962964,1.0,1.0,1.0
315,1.5,0.7272727272727273,0.7133333333333334,0.6,0.6666666666666666,0.76,0.7075420510037982,0.7133333333333333,0.417489966754203,1.0,1.0,1.0
316,2.0,0.7142857142857143,0.6948148148148148,0.5862068965517241,0.6296296296296297,0.76,0.6913265306122449,0.6948148148148149,0.3837065760234115,1.0,1.0,1.0
317,2.5,0.7532467532467533,0.7503703703703704,0.625,0.7407407407407407,0.76,0.7389830508474576,0.7503703703703704,0.4848401374141137,1.0,1.0,1.0
318,3.0,0.7142857142857143,0.7033333333333334,0.5806451612903226,0.6666666666666666,0.74,0.6957614942528736,0.7033333333333333,0.39568145630893564,1.0,1.0,1.0
319,3.5,0.7272727272727273,0.7133333333333334,0.6,0.6666666666666666,0.76,0.7075420510037982,0.7133333333333333,0.417489966754203,1.0,1.0,1.0
320,4.0,0.7142857142857143,0.7033333333333334,0.5806451612903226,0.6666666666666666,0.74,0.6957614942528736,0.7033333333333333,0.39568145630893564,1.0,1.0,1.0
321,4.5,0.7142857142857143,0.7033333333333334,0.5806451612903226,0.6666666666666666,0.74,0.6957614942528736,0.7033333333333333,0.39568145630893564,1.0,1.0,1.0
322,5.0,0.7142857142857143,0.7203703703703703,0.5714285714285714,0.7407407407407407,0.7,0.703015427769986,0.7203703703703703,0.4223683957499603,1.0,1.0,1.0
323,5.5,0.6883116883116883,0.6748148148148148,0.5483870967741935,0.6296296296296297,0.72,0.6681034482758621,0.6748148148148149,0.3401851500506696,1.0,1.0,1.0
324,6.0,0.7012987012987013,0.7018518518518518,0.5588235294117647,0.7037037037037037,0.7,0.687819495857571,0.7018518518518517,0.3879322914310754,1.0,1.0,1.0
325,0.0,0.7142857142857143,0.6777777777777778,0.6,0.5555555555555556,0.8,0.6806184012066365,0.6777777777777778,0.36232865092627065,0.9473684210526315,0.9333333333333333,1.0
326,0.5,0.7142857142857143,0.6862962962962963,0.5925925925925926,0.5925925925925926,0.78,0.6862962962962963,0.6862962962962964,0.3725925925925926,0.9473684210526315,0.9333333333333333,1.0
327,1.0,0.7012987012987013,0.6848148148148148,0.5666666666666667,0.6296296296296297,0.74,0.6796889130041599,0.6848148148148149,0.36167967605963075,1.0,1.0,1.0
328,1.5,0.6883116883116883,0.6748148148148148,0.5483870967741935,0.6296296296296297,0.72,0.6681034482758621,0.6748148148148149,0.3401851500506696,1.0,1.0,1.0
329,2.0,0.7142857142857143,0.7033333333333334,0.5806451612903226,0.6666666666666666,0.74,0.6957614942528736,0.7033333333333333,0.39568145630893564,1.0,1.0,1.0
330,2.5,0.6753246753246753,0.6648148148148147,0.53125,0.6296296296296297,0.7,0.6565566458519179,0.6648148148148149,0.31916251649301863,1.0,1.0,1.0
331,3.0,0.6753246753246753,0.6733333333333333,0.5294117647058824,0.6666666666666666,0.68,0.6606733650625771,0.6733333333333332,0.33312350897200604,1.0,1.0,1.0
332,3.5,0.6623376623376623,0.6548148148148148,0.5151515151515151,0.6296296296296297,0.68,0.6450354609929079,0.6548148148148147,0.29855619650098675,1.0,1.0,1.0
333,4.0,0.6883116883116883,0.6833333333333333,0.5454545454545454,0.6666666666666666,0.7,0.6723404255319149,0.6833333333333332,0.3535533905932738,1.0,1.0,1.0
334,4.5,0.6883116883116883,0.6833333333333333,0.5454545454545454,0.6666666666666666,0.7,0.6723404255319149,0.6833333333333332,0.3535533905932738,1.0,1.0,1.0
335,5.0,0.6623376623376623,0.6633333333333333,0.5142857142857142,0.6666666666666666,0.66,0.6490182328190743,0.6633333333333333,0.31304951684997057,1.0,1.0,1.0
336,5.5,0.6363636363636364,0.6433333333333333,0.4864864864864865,0.6666666666666666,0.62,0.6256944444444444,0.6433333333333333,0.27378725218581573,1.0,1.0,1.0
337,6.0,0.6363636363636364,0.6433333333333333,0.4864864864864865,0.6666666666666666,0.62,0.6256944444444444,0.6433333333333333,0.27378725218581573,1.0,1.0,1.0
338,0.0,0.7922077922077922,0.7548148148148148,0.7391304347826086,0.6296296296296297,0.88,0.7630769230769231,0.7548148148148149,0.5313256180417312,0.9545454545454546,0.9375,1.0
339,0.5,0.7922077922077922,0.7803703703703704,0.6896551724137931,0.7407407407407407,0.82,0.7755102040816326,0.7803703703703704,0.5522164981933888,0.9545454545454546,0.9375,1.0
340,1.0,0.8311688311688312,0.8188888888888889,0.75,0.7777777777777778,0.86,0.8161616161616162,0.8188888888888888,0.6326437348445768,1.0,1.0,1.0
341,1.5,0.7922077922077922,0.788888888888889,0.6774193548387096,0.7777777777777778,0.8,0.7787356321839081,0.788888888888889,0.5621703750837337,1.0,1.0,1.0
342,2.0,0.8051948051948052,0.7988888888888889,0.7,0.7777777777777778,0.82,0.791101465002713,0.7988888888888889,0.5849208388379199,1.0,1.0,1.0
343,2.5,0.7922077922077922,0.788888888888889,0.6774193548387096,0.7777777777777778,0.8,0.7787356321839081,0.788888888888889,0.5621703750837337,1.0,1.0,1.0
344,3.0,0.7532467532467533,0.7503703703703704,0.625,0.7407407407407407,0.76,0.7389830508474576,0.7503703703703704,0.4848401374141137,0.9545454545454546,0.9375,1.0
345,3.5,0.7922077922077922,0.788888888888889,0.6774193548387096,0.7777777777777778,0.8,0.7787356321839081,0.788888888888889,0.5621703750837337,1.0,1.0,1.0
346,4.0,0.7662337662337663,0.768888888888889,0.6363636363636364,0.7777777777777778,0.76,0.7542553191489361,0.768888888888889,0.5185449728701349,1.0,1.0,1.0
347,4.5,0.7402597402597403,0.7488888888888889,0.6,0.7777777777777778,0.72,0.7300140252454418,0.7488888888888888,0.4770278351999552,1.0,1.0,1.0
348,5.0,0.7402597402597403,0.7488888888888889,0.6,0.7777777777777778,0.72,0.7300140252454418,0.7488888888888888,0.4770278351999552,1.0,1.0,1.0
349,5.5,0.7662337662337663,0.768888888888889,0.6363636363636364,0.7777777777777778,0.76,0.7542553191489361,0.768888888888889,0.5185449728701349,1.0,1.0,1.0
350,6.0,0.7402597402597403,0.7488888888888889,0.6,0.7777777777777778,0.72,0.7300140252454418,0.7488888888888888,0.4770278351999552,1.0,1.0,1.0
351,0.0,0.7922077922077922,0.7633333333333333,0.72,0.6666666666666666,0.86,0.7677224736048265,0.7633333333333332,0.5366993141845384,1.0,1.0,1.0
352,0.5,0.8051948051948052,0.7818518518518518,0.7307692307692307,0.7037037037037037,0.86,0.7842331402951616,0.7818518518518518,0.5687822180346598,1.0,1.0,1.0
353,1.0,0.7532467532467533,0.7333333333333334,0.6428571428571429,0.6666666666666666,0.8,0.7313131313131314,0.7333333333333333,0.4629100498862757,1.0,1.0,1.0
354,1.5,0.7792207792207793,0.7533333333333333,0.6923076923076923,0.6666666666666666,0.84,0.7554642256678498,0.7533333333333333,0.5112313234371975,1.0,1.0,1.0
355,2.0,0.7662337662337663,0.7518518518518519,0.6551724137931034,0.7037037037037037,0.8,0.7474489795918368,0.751851851851852,0.49604652413672967,1.0,1.0,1.0
356,2.5,0.7532467532467533,0.7503703703703704,0.625,0.7407407407407407,0.76,0.7389830508474576,0.7503703703703704,0.4848401374141137,1.0,1.0,1.0
357,3.0,0.7402597402597403,0.7233333333333334,0.6206896551724138,0.6666666666666666,0.78,0.7193877551020409,0.7233333333333333,0.4398765500800706,1.0,1.0,1.0
358,3.5,0.7662337662337663,0.7603703703703704,0.6451612903225806,0.7407407407407407,0.78,0.7510775862068966,0.7603703703703704,0.5066740688254677,1.0,1.0,1.0
359,4.0,0.7532467532467533,0.7248148148148148,0.6538461538461539,0.6296296296296297,0.82,0.7266953110405381,0.7248148148148149,0.4536804288397352,1.0,1.0,1.0
360,4.5,0.7142857142857143,0.7118518518518518,0.5757575757575758,0.7037037037037037,0.72,0.699645390070922,0.7118518518518518,0.4085505846855608,1.0,1.0,1.0
361,5.0,0.7532467532467533,0.7503703703703704,0.625,0.7407407407407407,0.76,0.7389830508474576,0.7503703703703704,0.4848401374141137,1.0,1.0,1.0
362,5.5,0.7142857142857143,0.7118518518518518,0.5757575757575758,0.7037037037037037,0.72,0.699645390070922,0.7118518518518518,0.4085505846855608,1.0,1.0,1.0
363,6.0,0.7402597402597403,0.7318518518518519,0.6129032258064516,0.7037037037037037,0.76,0.7234195402298851,0.7318518518518519,0.4511777625672017,1.0,1.0,1.0
364,0.0,0.75,0.7453846153846153,0.6129032258064516,0.7307692307692307,0.76,0.7333333333333334,0.7453846153846153,0.47376382757987345,0.85,0.8333333333333334,1.0
365,0.5,0.75,0.7546153846153847,0.6060606060606061,0.7692307692307693,0.74,0.736832513213049,0.7546153846153846,0.48741076357931756,0.85,0.8333333333333334,1.0
366,1.0,0.7631578947368421,0.7646153846153847,0.625,0.7692307692307693,0.76,0.7490829053558328,0.7646153846153846,0.5085286605506111,0.85,0.8333333333333334,1.0
367,1.5,0.7631578947368421,0.783076923076923,0.6111111111111112,0.8461538461538461,0.72,0.7548387096774194,0.7830769230769231,0.5379289185083113,0.95,0.9444444444444444,1.0
368,2.0,0.7763157894736842,0.8115384615384615,0.6153846153846154,0.9230769230769231,0.7,0.771529619805482,0.8115384615384615,0.5913984435073263,1.0,1.0,1.0
369,2.5,0.7894736842105263,0.8307692307692307,0.625,0.9615384615384616,0.7,0.7857646229739252,0.8307692307692307,0.6285582471700376,1.0,1.0,1.0
370,3.0,0.8026315789473685,0.8315384615384616,0.6486486486486487,0.9230769230769231,0.74,0.7966827180310326,0.8315384615384616,0.6293647633374262,1.0,1.0,1.0
371,3.5,0.75,0.7823076923076924,0.5897435897435898,0.8846153846153846,0.68,0.7446507515473033,0.7823076923076921,0.5359092068325648,1.0,1.0,1.0
372,4.0,0.7894736842105263,0.8307692307692307,0.625,0.9615384615384616,0.7,0.7857646229739252,0.8307692307692307,0.6285582471700376,1.0,1.0,1.0
373,4.5,0.7894736842105263,0.8307692307692307,0.625,0.9615384615384616,0.7,0.7857646229739252,0.8307692307692307,0.6285582471700376,1.0,1.0,1.0
374,5.0,0.7763157894736842,0.8023076923076923,0.6216216216216216,0.8846153846153846,0.72,0.7695737471018369,0.8023076923076923,0.5738755266626647,1.0,1.0,1.0
375,5.5,0.7894736842105263,0.8307692307692307,0.625,0.9615384615384616,0.7,0.7857646229739252,0.8307692307692307,0.6285582471700376,1.0,1.0,1.0
376,6.0,0.7894736842105263,0.8307692307692307,0.625,0.9615384615384616,0.7,0.7857646229739252,0.8307692307692307,0.6285582471700376,1.0,1.0,1.0
377,0.0,0.7763157894736842,0.7007692307692308,0.8,0.46153846153846156,0.94,0.7161063502526916,0.7007692307692308,0.4786171758397595,0.85,0.7272727272727273,1.0
378,0.5,0.8157894736842105,0.7584615384615384,0.8333333333333334,0.5769230769230769,0.94,0.7760942760942761,0.7584615384615384,0.5768293469395573,1.0,1.0,1.0
379,1.0,0.7894736842105263,0.7292307692307692,0.7777777777777778,0.5384615384615384,0.92,0.7441077441077442,0.7292307692307691,0.5115926946071073,1.0,1.0,1.0
380,1.5,0.8026315789473685,0.7576923076923077,0.7619047619047619,0.6153846153846154,0.9,0.7689969604863222,0.7576923076923078,0.5467793878409271,1.0,1.0,1.0
381,2.0,0.8026315789473685,0.7576923076923077,0.7619047619047619,0.6153846153846154,0.9,0.7689969604863222,0.7576923076923078,0.5467793878409271,1.0,1.0,1.0
382,2.5,0.8026315789473685,0.7576923076923077,0.7619047619047619,0.6153846153846154,0.9,0.7689969604863222,0.7576923076923078,0.5467793878409271,1.0,1.0,1.0
383,3.0,0.8157894736842105,0.7861538461538462,0.75,0.6923076923076923,0.88,0.7913725490196079,0.7861538461538461,0.5841090925098348,1.0,1.0,1.0
384,3.5,0.8157894736842105,0.7861538461538462,0.75,0.6923076923076923,0.88,0.7913725490196079,0.7861538461538461,0.5841090925098348,1.0,1.0,1.0
385,4.0,0.8157894736842105,0.7861538461538462,0.75,0.6923076923076923,0.88,0.7913725490196079,0.7861538461538461,0.5841090925098348,1.0,1.0,1.0
386,4.5,0.8026315789473685,0.7761538461538462,0.72,0.6923076923076923,0.86,0.778683750728014,0.7761538461538461,0.5576961876392833,1.0,1.0,1.0
387,5.0,0.8157894736842105,0.7953846153846154,0.7307692307692307,0.7307692307692307,0.86,0.7953846153846154,0.7953846153846154,0.5907692307692308,1.0,1.0,1.0
388,5.5,0.8026315789473685,0.7853846153846153,0.7037037037037037,0.7307692307692307,0.84,0.7827329902801601,0.7853846153846153,0.5657861434446412,1.0,1.0,1.0
389,6.0,0.8157894736842105,0.7861538461538462,0.75,0.6923076923076923,0.88,0.7913725490196079,0.7861538461538461,0.5841090925098348,1.0,1.0,1.0
390,0.0,0.8311688311688312,0.7933333333333333,0.8181818181818182,0.6666666666666666,0.92,0.8054421768707483,0.7933333333333332,0.6196773353931867,1.0,1.0,1.0
391,0.5,0.8051948051948052,0.7733333333333333,0.75,0.6666666666666666,0.88,0.7801256424900057,0.7733333333333333,0.563178312189625,1.0,1.0,1.0
392,1.0,0.8181818181818182,0.7918518518518518,0.76,0.7037037037037037,0.88,0.7967571644042233,0.7918518518518519,0.5948228686039609,1.0,1.0,1.0
393,1.5,0.8051948051948052,0.7733333333333333,0.75,0.6666666666666666,0.88,0.7801256424900057,0.7733333333333333,0.563178312189625,1.0,1.0,1.0
394,2.0,0.7922077922077922,0.7633333333333333,0.72,0.6666666666666666,0.86,0.7677224736048265,0.7633333333333332,0.5366993141845384,1.0,1.0,1.0
395,2.5,0.7922077922077922,0.7803703703703704,0.6896551724137931,0.7407407407407407,0.82,0.7755102040816326,0.7803703703703704,0.5522164981933888,1.0,1.0,1.0
396,3.0,0.7662337662337663,0.7433333333333333,0.6666666666666666,0.6666666666666666,0.82,0.7433333333333333,0.7433333333333334,0.4866666666666667,1.0,1.0,1.0
397,3.5,0.7922077922077922,0.7803703703703704,0.6896551724137931,0.7407407407407407,0.82,0.7755102040816326,0.7803703703703704,0.5522164981933888,1.0,1.0,1.0
398,4.0,0.7792207792207793,0.7618518518518518,0.6785714285714286,0.7037037037037037,0.82,0.7595959595959596,0.7618518518518519,0.519487944872376,1.0,1.0,1.0
399,4.5,0.7662337662337663,0.7433333333333333,0.6666666666666666,0.6666666666666666,0.82,0.7433333333333333,0.7433333333333334,0.4866666666666667,1.0,1.0,1.0
400,5.0,0.7792207792207793,0.7618518518518518,0.6785714285714286,0.7037037037037037,0.82,0.7595959595959596,0.7618518518518519,0.519487944872376,1.0,1.0,1.0
401,5.5,0.7792207792207793,0.7618518518518518,0.6785714285714286,0.7037037037037037,0.82,0.7595959595959596,0.7618518518518519,0.519487944872376,1.0,1.0,1.0
402,6.0,0.7922077922077922,0.7803703703703704,0.6896551724137931,0.7407407407407407,0.82,0.7755102040816326,0.7803703703703704,0.5522164981933888,1.0,1.0,1.0
403,0.0,0.7662337662337663,0.7007407407407408,0.7647058823529411,0.48148148148148145,0.92,0.7136363636363636,0.7007407407407408,0.4618833599503053,0.9285714285714286,0.9090909090909091,1.0
404,0.5,0.7532467532467533,0.7077777777777778,0.6818181818181818,0.5555555555555556,0.86,0.7156462585034014,0.7077777777777777,0.43893811257017395,1.0,1.0,1.0
405,1.0,0.7402597402597403,0.6977777777777778,0.6521739130434783,0.5555555555555556,0.84,0.7038461538461538,0.6977777777777777,0.4123951744684367,0.9285714285714286,0.9090909090909091,1.0
406,1.5,0.7402597402597403,0.6892592592592592,0.6666666666666666,0.5185185185185185,0.86,0.6973270440251573,0.6892592592592592,0.40555555555555556,1.0,1.0,1.0
407,2.0,0.7272727272727273,0.6877777777777778,0.625,0.5555555555555556,0.82,0.692175899486008,0.6877777777777779,0.3868989217888074,0.9285714285714286,0.9090909090909091,1.0
408,2.5,0.7402597402597403,0.7062962962962962,0.64,0.5925925925925926,0.82,0.7096530920060332,0.7062962962962963,0.4204522053456932,1.0,1.0,1.0
409,3.0,0.7272727272727273,0.6962962962962963,0.6153846153846154,0.5925925925925926,0.8,0.6979263964132263,0.6962962962962963,0.3961295342422729,1.0,1.0,1.0
410,3.5,0.7402597402597403,0.7062962962962962,0.64,0.5925925925925926,0.82,0.7096530920060332,0.7062962962962963,0.4204522053456932,1.0,1.0,1.0
411,4.0,0.7402597402597403,0.7062962962962962,0.64,0.5925925925925926,0.82,0.7096530920060332,0.7062962962962963,0.4204522053456932,1.0,1.0,1.0
412,4.5,0.7532467532467533,0.7248148148148148,0.6538461538461539,0.6296296296296297,0.82,0.7266953110405381,0.7248148148148149,0.4536804288397352,1.0,1.0,1.0
413,5.0,0.7142857142857143,0.6692592592592592,0.6086956521739131,0.5185185185185185,0.82,0.6742307692307692,0.6692592592592593,0.3529299526817895,0.9285714285714286,0.9090909090909091,1.0
414,5.5,0.7402597402597403,0.7148148148148148,0.6296296296296297,0.6296296296296297,0.8,0.7148148148148148,0.7148148148148149,0.42962962962962964,1.0,1.0,1.0
415,6.0,0.7532467532467533,0.7248148148148148,0.6538461538461539,0.6296296296296297,0.82,0.7266953110405381,0.7248148148148149,0.4536804288397352,1.0,1.0,1.0
416,0.0,0.6623376623376623,0.6037037037037037,0.5238095238095238,0.4074074074074074,0.8,0.6065251572327044,0.6037037037037037,0.2222222222222222,0.8235294117647058,0.75,1.0
417,0.5,0.6883116883116883,0.6407407407407407,0.5652173913043478,0.48148148148148145,0.8,0.6446153846153846,0.6407407407407407,0.29346473089514225,0.8823529411764706,0.8333333333333334,1.0
418,1.0,0.6753246753246753,0.6392592592592592,0.5384615384615384,0.5185185185185185,0.76,0.6403885671586027,0.6392592592592593,0.2810277450473483,0.8823529411764706,0.8333333333333334,1.0
419,1.5,0.7012987012987013,0.6933333333333334,0.5625,0.6666666666666666,0.72,0.6840321141837645,0.6933333333333334,0.37438839013338365,1.0,1.0,1.0
420,2.0,0.6753246753246753,0.6477777777777778,0.5357142857142857,0.5555555555555556,0.74,0.6464646464646464,0.6477777777777778,0.2931763649279746,0.9411764705882353,0.9166666666666666,1.0
421,2.5,0.6883116883116883,0.6833333333333333,0.5454545454545454,0.6666666666666666,0.7,0.6723404255319149,0.6833333333333332,0.3535533905932738,1.0,1.0,1.0
422,3.0,0.6753246753246753,0.6562962962962963,0.5333333333333333,0.5925925925925926,0.72,0.6518357750045216,0.6562962962962962,0.3058693853650585,1.0,1.0,1.0
423,3.5,0.6753246753246753,0.6733333333333333,0.5294117647058824,0.6666666666666666,0.68,0.6606733650625771,0.6733333333333332,0.33312350897200604,1.0,1.0,1.0
424,4.0,0.7012987012987013,0.6848148148148148,0.5666666666666667,0.6296296296296297,0.74,0.6796889130041599,0.6848148148148149,0.36167967605963075,1.0,1.0,1.0
425,4.5,0.6753246753246753,0.6562962962962963,0.5333333333333333,0.5925925925925926,0.72,0.6518357750045216,0.6562962962962962,0.3058693853650585,0.9411764705882353,0.9166666666666666,1.0
426,5.0,0.6883116883116883,0.6833333333333333,0.5454545454545454,0.6666666666666666,0.7,0.6723404255319149,0.6833333333333332,0.3535533905932738,0.9411764705882353,0.9166666666666666,1.0
427,5.5,0.6753246753246753,0.6648148148148147,0.53125,0.6296296296296297,0.7,0.6565566458519179,0.6648148148148149,0.31916251649301863,1.0,1.0,1.0
428,6.0,0.6753246753246753,0.6648148148148147,0.53125,0.6296296296296297,0.7,0.6565566458519179,0.6648148148148149,0.31916251649301863,0.9411764705882353,0.9166666666666666,1.0
429,0.0,0.7792207792207793,0.7703703703703704,0.6666666666666666,0.7407407407407407,0.8,0.7632483270030747,0.7703703703703704,0.5291105481433476,0.9230769230769231,0.9090909090909091,1.0
430,0.5,0.7792207792207793,0.778888888888889,0.65625,0.7777777777777778,0.78,0.7664585191793042,0.778888888888889,0.5400660110544787,0.9615384615384616,0.9545454545454546,1.0
431,1.0,0.8051948051948052,0.8074074074074074,0.6875,0.8148148148148148,0.8,0.7939339875111507,0.8074074074074075,0.5952918846948437,0.9615384615384616,0.9545454545454546,1.0
432,1.5,0.7532467532467533,0.7674074074074073,0.6111111111111112,0.8148148148148148,0.72,0.7448107448107448,0.7674074074074074,0.5114782075908113,0.9615384615384616,0.9545454545454546,1.0
433,2.0,0.7402597402597403,0.7574074074074073,0.5945945945945946,0.8148148148148148,0.7,0.7326388888888888,0.7574074074074074,0.49168511697452694,1.0,1.0,1.0
434,2.5,0.7792207792207793,0.7959259259259259,0.6388888888888888,0.8518518518518519,0.74,0.7716727716727716,0.7959259259259259,0.5660264374862303,1.0,1.0,1.0
435,3.0,0.7792207792207793,0.7959259259259259,0.6388888888888888,0.8518518518518519,0.74,0.7716727716727716,0.7959259259259259,0.5660264374862303,1.0,1.0,1.0
436,3.5,0.7012987012987013,0.7274074074074074,0.55,0.8148148148148148,0.64,0.6961743009092469,0.7274074074074074,0.43438080837749576,0.9615384615384616,0.9545454545454546,1.0
437,4.0,0.7142857142857143,0.7459259259259259,0.5609756097560976,0.8518518518518519,0.64,0.710328317373461,0.7459259259259259,0.47038993052672956,1.0,1.0,1.0
438,4.5,0.7662337662337663,0.7859259259259259,0.6216216216216216,0.8518518518518519,0.72,0.759375,0.7859259259259259,0.5461595831717048,1.0,1.0,1.0
439,5.0,0.7142857142857143,0.7544444444444445,0.5581395348837209,0.8888888888888888,0.62,0.7119047619047619,0.7544444444444444,0.4890082279140345,1.0,1.0,1.0
440,5.5,0.7272727272727273,0.7644444444444445,0.5714285714285714,0.8888888888888888,0.64,0.7242966751918158,0.7644444444444445,0.5068420748999524,1.0,1.0,1.0
441,6.0,0.6883116883116883,0.7174074074074074,0.5365853658536586,0.8148148148148148,0.62,0.6839945280437756,0.7174074074074075,0.4158417006313106,0.9615384615384616,0.9545454545454546,1.0
442,0.0,0.7402597402597403,0.7233333333333334,0.6206896551724138,0.6666666666666666,0.78,0.7193877551020409,0.7233333333333333,0.4398765500800706,0.9090909090909091,0.875,1.0
443,0.5,0.7402597402597403,0.7233333333333334,0.6206896551724138,0.6666666666666666,0.78,0.7193877551020409,0.7233333333333333,0.4398765500800706,0.9090909090909091,0.875,1.0
444,1.0,0.7402597402597403,0.7233333333333334,0.6206896551724138,0.6666666666666666,0.78,0.7193877551020409,0.7233333333333333,0.4398765500800706,0.9090909090909091,0.875,1.0
445,1.5,0.7402597402597403,0.7403703703703703,0.6060606060606061,0.7407407407407407,0.74,0.7269503546099291,0.7403703703703703,0.46354777877784786,0.9090909090909091,0.875,1.0
446,2.0,0.7012987012987013,0.6933333333333334,0.5625,0.6666666666666666,0.72,0.6840321141837645,0.6933333333333334,0.37438839013338365,0.9090909090909091,0.875,1.0
447,2.5,0.7272727272727273,0.7303703703703703,0.5882352941176471,0.7407407407407407,0.72,0.7149656266525648,0.7303703703703703,0.4427410738901448,0.9090909090909091,0.875,1.0
448,3.0,0.7272727272727273,0.7133333333333334,0.6,0.6666666666666666,0.76,0.7075420510037982,0.7133333333333333,0.417489966754203,0.9090909090909091,0.875,1.0
449,3.5,0.7402597402597403,0.7403703703703703,0.6060606060606061,0.7407407407407407,0.74,0.7269503546099291,0.7403703703703703,0.46354777877784786,0.9545454545454546,0.9375,1.0
450,4.0,0.7142857142857143,0.7118518518518518,0.5757575757575758,0.7037037037037037,0.72,0.699645390070922,0.7118518518518518,0.4085505846855608,0.9090909090909091,0.875,1.0
451,4.5,0.7272727272727273,0.7388888888888889,0.5833333333333334,0.7777777777777778,0.7,0.717948717948718,0.7388888888888888,0.4569299776953924,0.9090909090909091,0.875,1.0
452,5.0,0.7142857142857143,0.7203703703703703,0.5714285714285714,0.7407407407407407,0.7,0.703015427769986,0.7203703703703703,0.4223683957499603,0.9545454545454546,0.9375,1.0
453,5.5,0.7272727272727273,0.7388888888888889,0.5833333333333334,0.7777777777777778,0.7,0.717948717948718,0.7388888888888888,0.4569299776953924,0.9545454545454546,0.9375,1.0
454,6.0,0.6883116883116883,0.7003703703703703,0.5405405405405406,0.7407407407407407,0.66,0.6791666666666667,0.7003703703703703,0.38273618458017133,0.9090909090909091,0.875,1.0
455,0.0,0.6753246753246753,0.6307407407407407,0.5416666666666666,0.48148148148148145,0.78,0.6335427374833429,0.6307407407407407,0.2693793281882624,0.7894736842105263,0.6923076923076923,1.0
456,0.5,0.6883116883116883,0.6662962962962963,0.5517241379310345,0.5925925925925926,0.74,0.6632653061224489,0.6662962962962963,0.3275366019667524,0.8421052631578947,0.7692307692307693,1.0
457,1.0,0.7272727272727273,0.7218518518518519,0.59375,0.7037037037037037,0.74,0.711507582515611,0.7218518518518519,0.4296142637737487,0.9473684210526315,0.9230769230769231,1.0
458,1.5,0.7012987012987013,0.6762962962962963,0.5714285714285714,0.5925925925925926,0.76,0.6747474747474747,0.6762962962962963,0.349754259914075,0.8947368421052632,0.8461538461538461,1.0
459,2.0,0.6753246753246753,0.6477777777777778,0.5357142857142857,0.5555555555555556,0.74,0.6464646464646464,0.6477777777777778,0.2931763649279746,0.8947368421052632,0.8461538461538461,1.0
460,2.5,0.6883116883116883,0.6833333333333333,0.5454545454545454,0.6666666666666666,0.7,0.6723404255319149,0.6833333333333332,0.3535533905932738,0.8947368421052632,0.8461538461538461,1.0
461,3.0,0.7142857142857143,0.7118518518518518,0.5757575757575758,0.7037037037037037,0.72,0.699645390070922,0.7118518518518518,0.4085505846855608,0.9473684210526315,0.9230769230769231,1.0
462,3.5,0.7272727272727273,0.7218518518518519,0.59375,0.7037037037037037,0.74,0.711507582515611,0.7218518518518519,0.4296142637737487,0.9473684210526315,0.9230769230769231,1.0
463,4.0,0.6233766233766234,0.6248148148148148,0.4722222222222222,0.6296296296296297,0.62,0.6105006105006106,0.6248148148148148,0.23873705811371665,0.8947368421052632,0.8461538461538461,1.0
464,4.5,0.6363636363636364,0.6348148148148148,0.4857142857142857,0.6296296296296297,0.64,0.6220196353436185,0.6348148148148148,0.2583900773999757,0.8947368421052632,0.8461538461538461,1.0
465,5.0,0.7272727272727273,0.7303703703703703,0.5882352941176471,0.7407407407407407,0.72,0.7149656266525648,0.7303703703703703,0.4427410738901448,0.9473684210526315,0.9230769230769231,1.0
466,5.5,0.6233766233766234,0.6248148148148148,0.4722222222222222,0.6296296296296297,0.62,0.6105006105006106,0.6248148148148148,0.23873705811371665,0.9473684210526315,0.9230769230769231,1.0
