,sub,model,depth,A_data,A_BB,F1_data,F1_BB,XNOR,AND,JAC,COS,DICE,TANI
3647,correct,KB-ML,11,0.6493506493506493,0.7922077922077922,0.650767414403778,0.790789670100015,0.8319185059422749,0.6112054329371817,0.7865497076023392,0.8794569805976453,0.8734143049932525,0.7865497076023392
2563,correct,KB-ML,4,0.7894736842105263,0.9605263157894737,0.787327141382869,0.9599515679122091,0.6574074074074073,0.37500000000000006,0.517416225749559,0.6911526121058797,0.6777777777777777,0.517416225749559
1505,all,KB-ML,4,0.7402597402597403,0.8571428571428571,0.7378112083994437,0.8542568542568542,0.7270114942528735,0.3591954022988505,0.5964696223316913,0.7437934051221857,0.721212121212121,0.5964696223316913
1507,correct,KB-ML,4,0.7402597402597403,0.8571428571428571,0.7378112083994437,0.8542568542568542,0.7083333333333334,0.34166666666666673,0.5666666666666665,0.7247546895706429,0.6924242424242425,0.5666666666666665
3645,all,KB-ML,11,0.6493506493506493,0.7922077922077922,0.650767414403778,0.790789670100015,0.8263027295285359,0.6116625310173697,0.7829415954415955,0.8747074840249665,0.8700426585936426,0.7829415954415955
1509,all,KB-ML,5,0.6753246753246753,0.8441558441558441,0.6817346235643433,0.8455627705627706,0.70935960591133,0.3694581280788178,0.6155740810913224,0.7530864614080763,0.7261083743842366,0.6155740810913224
2555,correct,KB-ML,2,0.7894736842105263,0.881578947368421,0.7781321991848308,0.8747171667486474,0.5555555555555556,0.3472222222222222,0.449074074074074,0.6218655914489073,0.6129629629629628,0.449074074074074
1511,correct,KB-ML,5,0.6753246753246753,0.8441558441558441,0.6817346235643433,0.8455627705627706,0.6642857142857144,0.3428571428571429,0.5711538461538461,0.7176696810829104,0.68,0.5711538461538461
3651,correct,KB-ML,12,0.6363636363636364,0.8051948051948052,0.6391465677179963,0.8045692042123799,0.8421052631578946,0.6124401913875597,0.798606130711394,0.8871011175526945,0.8819919726059939,0.798606130711394
1495,correct,KB-ML,12,0.7532467532467533,0.922077922077922,0.7572088928021131,0.9215982376037094,0.800599700149925,0.5442278860569716,0.7356025934401221,0.8432969611571058,0.8341050662411722,0.7356025934401221
2559,correct,KB-ML,3,0.7894736842105263,0.881578947368421,0.7781321991848308,0.8747171667486474,0.661111111111111,0.3722222222222223,0.5254629629629629,0.6913706860260125,0.6843434343434343,0.5254629629629629
1493,all,KB-ML,12,0.7532467532467533,0.922077922077922,0.7572088928021131,0.9215982376037094,0.8019704433497536,0.5507389162561575,0.7412191192266381,0.8455632059398026,0.8394240776849474,0.7412191192266381
3653,all,KB-ML,2,0.7142857142857143,0.7662337662337663,0.6948051948051948,0.7502951593860684,0.4855769230769231,0.3125,0.391025641025641,0.5720539531503159,0.5525641025641025,0.391025641025641
1491,correct,KB-ML,11,0.7532467532467533,0.922077922077922,0.7572088928021131,0.9215982376037094,0.8035426731078905,0.536231884057971,0.7401705845641772,0.8472408921905575,0.8432331628303495,0.7401705845641772
1489,all,KB-ML,11,0.7532467532467533,0.922077922077922,0.7572088928021131,0.9215982376037094,0.798941798941799,0.5343915343915343,0.7360218728639781,0.8420487246246532,0.8392947178871548,0.7360218728639781
3655,correct,KB-ML,2,0.7142857142857143,0.7662337662337663,0.6948051948051948,0.7502951593860684,0.5390625,0.3203125,0.41666666666666663,0.6087894666328304,0.58125,0.41666666666666663
1487,correct,KB-ML,10,0.7532467532467533,0.922077922077922,0.7572088928021131,0.9215982376037094,0.7773913043478262,0.4956521739130435,0.6997978321763487,0.8199493130421551,0.8087170942784729,0.6997978321763487
2561,all,KB-ML,4,0.7894736842105263,0.9605263157894737,0.787327141382869,0.9599515679122091,0.6458333333333334,0.375,0.5124007936507936,0.6856778574601701,0.6732142857142858,0.5124007936507936
1485,all,KB-ML,10,0.7532467532467533,0.922077922077922,0.7572088928021131,0.9215982376037094,0.7714285714285715,0.5131428571428571,0.707531012404962,0.8253711143883581,0.8160897635794555,0.707531012404962
3657,all,KB-ML,3,0.7142857142857143,0.7662337662337663,0.6948051948051948,0.7502951593860684,0.5384615384615384,0.25,0.3553113553113553,0.5428299743732448,0.5192307692307693,0.3553113553113553
1483,correct,KB-ML,9,0.7402597402597403,0.9090909090909091,0.7438050455291834,0.9083111090316444,0.7862318840579711,0.4746376811594202,0.6940993788819876,0.8216260505888175,0.8077702039668426,0.6940993788819876
